road_user_type,sex,age_group,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedestrian,Female,70 to 79,676,648,679,675,722,682,433,512,646,674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedestrian,Female,80 and over,615,569,555,583,579,557,316,331,431,416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedestrian,Female,All ages,"10,850","10,724","10,288","10,508","10,070","9,704","6,531","7,397","8,663","8,771",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedestrian,All,Under 16,"6,481","6,317","5,998","5,838","5,426","5,200","3,487","4,301","4,907","4,618",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedestrian,All,16,516,467,445,511,422,383,276,313,359,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedestrian,All,17 to 20,"1,795","1,765","1,653","1,759","1,501","1,512",885,"1,043","1,207","1,208",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedestrian,All,21 to 24,"1,738","1,613","1,535","1,523","1,376","1,309",820,953,"1,070",992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedestrian,All,25 to 29,"1,941","1,904","1,766","1,819","1,647","1,574","1,007","1,139","1,298","1,344",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedestrian,All,30 to 39,"2,944","2,802","2,862","3,098","2,955","2,875","2,056","2,258","2,530","2,475",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedestrian,All,40 to 49,"2,528","2,515","2,424","2,498","2,344","2,279","1,682","1,824","1,994","2,115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedestrian,All,50 to 59,"2,154","2,161","2,262","2,287","2,212","2,277","1,550","1,669","1,959","2,021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedestrian,All,60 to 69,"1,618","1,636","1,689","1,679","1,729","1,564","1,192","1,206","1,546","1,581",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedestrian,All,70 to 79,"1,336","1,294","1,402","1,359","1,404","1,373",903,978,"1,220","1,282",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedestrian,All,80 and over,"1,173","1,083","1,093","1,090","1,063","1,027",614,653,814,818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedestrian,All,All ages,"24,748","24,061","23,550","23,805","22,432","21,770","14,750","16,654","19,327","19,263",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedal Cyclist,Male,Under 16,"1,710","1,654","1,711","1,923","1,722","1,759","1,442","1,396","1,309","1,401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedal Cyclist,Male,16,340,291,319,310,268,267,229,245,219,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedal Cyclist,Male,17 to 20,"1,200",971,991,982,896,771,762,"1,045",849,814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedal Cyclist,Male,21 to 24,"1,395","1,194","1,093","1,100",942,898,858,937,919,886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedal Cyclist,Male,25 to 29,"1,968","1,682","1,639","1,542","1,462","1,365","1,380","1,376","1,311","1,251",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedal Cyclist,Male,30 to 39,"3,652","3,162","3,035","2,890","2,838","2,715","2,482","2,543","2,468","2,319",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedal Cyclist,Male,40 to 49,"3,477","3,071","2,831","2,694","2,504","2,411","2,172","2,014","1,936","1,906",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedal Cyclist,Male,50 to 59,"2,012","1,970","1,966","1,982","1,996","1,886","2,035","1,941","1,818","1,734",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedal Cyclist,Male,60 to 69,770,643,732,757,785,727,906,889,851,823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedal Cyclist,Male,70 to 79,253,257,270,302,288,284,377,335,321,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedal Cyclist,Male,80 and over,66,66,78,80,88,84,76,82,76,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedal Cyclist,Male,All ages,"17,178","15,262","14,957","14,801","14,094","13,484","13,009","13,100","12,445","12,030",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedal Cyclist,Female,Under 16,295,275,270,286,231,235,227,255,215,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedal Cyclist,Female,16,49,48,28,36,24,38,45,29,26,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedal Cyclist,Female,17 to 20,217,212,193,181,153,150,144,127,104,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedal Cyclist,Female,21 to 24,409,359,334,298,293,250,260,247,202,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedal Cyclist,Female,25 to 29,648,578,559,541,566,543,460,464,475,382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedal Cyclist,Female,30 to 39,959,775,806,792,758,819,694,718,707,648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedal Cyclist,Female,40 to 49,747,629,614,610,606,540,535,526,533,444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedal Cyclist,Female,50 to 59,491,429,435,509,528,459,509,497,497,468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedal Cyclist,Female,60 to 69,169,134,158,144,171,189,202,215,200,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedal Cyclist,Female,70 to 79,44,50,40,44,48,41,62,57,53,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedal Cyclist,Female,80 and over,15,13,6,14,10,12,11,8,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedal Cyclist,Female,All ages,"4,109","3,575","3,500","3,510","3,451","3,338","3,208","3,213","3,084","2,754",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedal Cyclist,All,Under 16,"2,005","1,929","1,981","2,211","1,954","1,994","1,670","1,654","1,528","1,596",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedal Cyclist,All,16,389,339,348,346,292,305,274,277,245,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedal Cyclist,All,17 to 20,"1,417","1,183","1,185","1,163","1,049",921,907,"1,176",959,914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedal Cyclist,All,21 to 24,"1,804","1,553","1,428","1,398","1,235","1,149","1,124","1,189","1,131","1,089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedal Cyclist,All,25 to 29,"2,616","2,260","2,198","2,084","2,028","1,915","1,847","1,862","1,798","1,652",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedal Cyclist,All,30 to 39,"4,611","3,937","3,841","3,685","3,597","3,542","3,194","3,288","3,206","3,013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedal Cyclist,All,40 to 49,"4,224","3,700","3,445","3,304","3,110","2,957","2,710","2,554","2,477","2,367",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedal Cyclist,All,50 to 59,"2,503","2,399","2,403","2,491","2,524","2,347","2,551","2,443","2,325","2,217",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedal Cyclist,All,60 to 69,939,778,890,901,956,916,"1,108","1,106","1,053","1,032",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedal Cyclist,All,70 to 79,297,307,310,347,336,325,439,392,374,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedal Cyclist,All,80 and over,81,79,84,94,98,96,87,90,85,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedal Cyclist,All,All ages,"21,287","18,844","18,477","18,321","17,550","16,883","16,294","16,458","15,693","14,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorcycle riders,Male,Under 16,28,42,44,57,64,58,47,72,80,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorcycle riders,Male,16,571,494,454,451,329,310,288,236,258,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorcycle riders,Male,17 to 20,"3,280","3,146","2,870","2,542","2,219","2,120","1,692","2,280","2,129","2,071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorcycle riders,Male,21 to 24,"2,560","2,679","2,661","2,318","1,929","1,813","1,491","1,702","1,890","1,980",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorcycle riders,Male,25 to 29,"2,415","2,569","2,542","2,514","2,288","2,250","1,983","2,133","2,298","2,367",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorcycle riders,Male,30 to 39,"3,167","3,022","3,146","3,102","3,098","3,090","2,901","3,337","3,477","3,576",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorcycle riders,Male,40 to 49,"2,859","2,636","2,455","2,164","2,092","1,979","1,541","1,766","1,928","1,780",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorcycle riders,Male,50 to 59,"2,100","2,075","2,047","1,972","1,960","1,837","1,429","1,664","1,699","1,499",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorcycle riders,Male,60 to 69,737,709,701,715,735,764,613,719,830,875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorcycle riders,Male,70 to 79,160,181,175,191,201,198,182,221,278,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorcycle riders,Male,80 and over,31,33,18,28,23,34,22,28,35,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorcycle riders,Male,All ages,"18,133","17,865","17,318","16,193","15,071","14,596","12,305","14,265","15,031","14,881",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorcycle riders,Female,Under 16,1,0,3,3,1,1,2,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorcycle riders,Female,16,66,60,74,39,31,31,16,16,34,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorcycle riders,Female,17 to 20,300,231,253,207,165,157,94,141,140,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorcycle riders,Female,21 to 24,202,213,201,168,146,138,132,142,175,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorcycle riders,Female,25 to 29,194,172,180,164,175,166,162,212,236,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorcycle riders,Female,30 to 39,281,265,240,247,220,231,244,285,332,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorcycle riders,Female,40 to 49,255,263,218,216,205,167,138,160,193,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorcycle riders,Female,50 to 59,164,134,149,150,141,161,111,119,139,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorcycle riders,Female,60 to 69,18,25,38,27,36,20,23,33,41,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorcycle riders,Female,70 to 79,5,11,7,5,3,13,5,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorcycle riders,Female,80 and over,1,2,1,2,2,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorcycle riders,Female,All ages,"1,502","1,389","1,375","1,234","1,132","1,093",933,"1,120","1,307","1,289",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorcycle riders,All,Under 16,29,42,47,60,65,59,49,74,84,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorcycle riders,All,16,637,554,528,490,360,341,304,252,293,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorcycle riders,All,17 to 20,"3,580","3,378","3,123","2,749","2,384","2,277","1,790","2,426","2,272","2,255",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorcycle riders,All,21 to 24,"2,762","2,893","2,862","2,487","2,075","1,951","1,624","1,847","2,077","2,204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorcycle riders,All,25 to 29,"2,609","2,742","2,722","2,678","2,463","2,416","2,147","2,354","2,549","2,679",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorcycle riders,All,30 to 39,"3,448","3,287","3,387","3,349","3,318","3,323","3,152","3,636","3,832","3,997",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorcycle riders,All,40 to 49,"3,114","2,899","2,674","2,380","2,297","2,147","1,683","1,931","2,131","1,964",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorcycle riders,All,50 to 59,"2,264","2,209","2,196","2,122","2,101","1,999","1,541","1,786","1,844","1,636",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorcycle riders,All,60 to 69,755,734,739,742,771,784,636,756,872,920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorcycle riders,All,70 to 79,165,192,182,196,204,211,187,224,282,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorcycle riders,All,80 and over,32,35,19,30,25,35,23,29,36,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorcycle riders,All,All ages,"19,635","19,259","18,699","17,432","16,209","15,698","13,262","15,443","16,425","16,468",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorcycle passengers,Male,Under 16,51,37,26,57,64,43,26,34,50,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorcycle passengers,Male,16,11,13,12,25,11,26,12,14,26,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorcycle passengers,Male,17 to 20,74,70,65,64,61,60,44,50,71,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorcycle passengers,Male,21 to 24,41,35,39,36,35,26,18,20,39,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorcycle passengers,Male,25 to 29,23,26,31,33,26,20,13,19,12,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorcycle passengers,Male,30 to 39,29,22,22,18,22,22,19,21,18,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorcycle passengers,Male,40 to 49,13,17,8,7,5,2,5,9,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorcycle passengers,Male,50 to 59,8,8,6,8,5,8,6,3,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorcycle passengers,Male,60 to 69,5,1,1,3,4,2,1,0,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorcycle passengers,Male,70 to 79,1,3,0,0,1,0,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorcycle passengers,Male,80 and over,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorcycle passengers,Male,All ages,264,238,216,254,237,211,148,173,239,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorcycle passengers,Female,Under 16,13,14,14,18,12,15,9,13,25,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorcycle passengers,Female,16,12,2,3,5,11,9,1,5,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorcycle passengers,Female,17 to 20,63,47,45,44,35,32,21,21,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorcycle passengers,Female,21 to 24,47,50,51,41,39,31,17,22,17,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorcycle passengers,Female,25 to 29,44,45,35,44,38,32,12,20,13,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorcycle passengers,Female,30 to 39,59,59,38,49,67,35,23,33,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorcycle passengers,Female,40 to 49,101,76,61,51,60,59,26,31,35,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorcycle passengers,Female,50 to 59,80,92,78,63,71,61,49,40,67,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorcycle passengers,Female,60 to 69,33,32,42,28,23,24,18,25,40,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorcycle passengers,Female,70 to 79,5,5,7,8,7,8,5,6,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorcycle passengers,Female,80 and over,1,1,1,0,2,0,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorcycle passengers,Female,All ages,467,430,382,356,372,314,190,220,279,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorcycle passengers,All,Under 16,64,51,40,75,76,58,35,47,75,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorcycle passengers,All,16,23,15,15,30,22,35,13,19,33,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorcycle passengers,All,17 to 20,137,117,110,108,96,92,65,71,100,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorcycle passengers,All,21 to 24,88,85,90,77,74,57,35,42,56,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorcycle passengers,All,25 to 29,67,71,66,77,64,52,26,39,25,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorcycle passengers,All,30 to 39,88,81,60,67,89,57,42,54,51,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorcycle passengers,All,40 to 49,114,93,69,58,65,61,31,40,42,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorcycle passengers,All,50 to 59,88,100,84,71,76,69,55,43,73,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorcycle passengers,All,60 to 69,38,33,43,31,27,26,19,25,42,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorcycle passengers,All,70 to 79,6,8,7,8,8,8,5,8,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorcycle passengers,All,80 and over,1,1,1,0,2,0,0,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorcycle passengers,All,All ages,731,668,598,610,609,526,342,395,518,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car drivers,Male,Under 16,16,14,8,9,18,14,14,13,11,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car drivers,Male,16,31,32,18,27,14,24,18,19,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car drivers,Male,17 to 20,"3,850","3,807","3,456","3,213","2,815","2,800","2,109","2,168","2,611","2,551",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car drivers,Male,21 to 24,"4,784","4,766","4,390","3,920","3,453","3,244","2,743","2,883","2,707","2,633",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car drivers,Male,25 to 29,"5,201","5,426","5,289","4,803","4,383","4,240","3,382","3,573","3,261","2,966",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car drivers,Male,30 to 39,"8,427","8,287","8,553","7,884","7,482","7,511","5,884","6,307","6,169","6,011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car drivers,Male,40 to 49,"7,539","7,154","7,062","6,248","6,105","5,634","4,370","4,668","4,686","4,565",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car drivers,Male,50 to 59,"5,492","5,493","5,260","5,056","4,836","4,643","3,383","3,759","3,955","3,791",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car drivers,Male,60 to 69,"3,350","3,076","3,017","2,705","2,663","2,550","1,902","2,146","2,339","2,334",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car drivers,Male,70 to 79,"2,029","1,947","1,952","1,829","1,930","1,795","1,258","1,371","1,625","1,643",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car drivers,Male,80 and over,"1,269","1,270","1,253","1,205","1,268","1,174",791,924,"1,095","1,037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car drivers,Male,All ages,"42,367","41,654","40,632","37,141","35,286","33,962","26,100","28,078","28,775","27,811",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car drivers,Female,Under 16,0,0,0,1,2,2,3,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car drivers,Female,16,2,3,5,6,1,1,3,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car drivers,Female,17 to 20,"3,173","2,885","2,721","2,415","2,219","1,976","1,432","1,366","1,531","1,480",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car drivers,Female,21 to 24,"4,344","4,039","3,807","3,328","2,904","2,762","2,064","2,321","2,016","1,871",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car drivers,Female,25 to 29,"4,745","4,575","4,575","4,201","3,915","3,618","2,627","2,782","2,689","2,481",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car drivers,Female,30 to 39,"7,461","7,364","7,156","6,612","6,338","6,099","4,261","4,953","5,120","5,197",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car drivers,Female,40 to 49,"7,004","6,627","6,316","5,653","5,210","4,741","3,304","3,811","4,014","3,965",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car drivers,Female,50 to 59,"4,908","4,774","4,746","4,547","4,305","4,189","2,849","3,101","3,497","3,456",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car drivers,Female,60 to 69,"2,409","2,259","2,294","2,183","2,115","2,111","1,294","1,617","1,806","1,848",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car drivers,Female,70 to 79,"1,322","1,306","1,337","1,342","1,401","1,390",799,966,"1,176","1,235",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car drivers,Female,80 and over,711,669,734,685,686,690,411,505,576,648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car drivers,Female,All ages,"36,315","34,720","33,946","31,139","29,299","27,794","19,177","21,559","22,600","22,309",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car drivers,All,Under 16,16,14,8,10,20,16,17,13,13,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car drivers,All,16,33,35,23,33,15,25,21,23,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car drivers,All,17 to 20,"7,023","6,693","6,177","5,628","5,034","4,776","3,545","3,539","4,151","4,042",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car drivers,All,21 to 24,"9,128","8,806","8,198","7,248","6,358","6,007","4,813","5,214","4,738","4,523",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car drivers,All,25 to 29,"9,946","10,001","9,864","9,004","8,298","7,861","6,019","6,378","5,975","5,483",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car drivers,All,30 to 39,"15,888","15,659","15,710","14,498","13,822","13,622","10,167","11,289","11,351","11,276",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car drivers,All,40 to 49,"14,543","13,785","13,379","11,902","11,316","10,378","7,686","8,499","8,752","8,568",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car drivers,All,50 to 59,"10,400","10,270","10,006","9,603","9,142","8,834","6,238","6,876","7,480","7,281",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
